,review,score
3205619,My husband enjoys old western movies. So this product was right up his alley. He and his brothers have watched this movie several times and laugh almost all the way through. Paul Newman really shows his comedic talent in this movie. Recommed this to anyone who is a fan of the old fashion comedy/western., 5.0
3531461,"I bought this DVD right when it came out, since I loved the Smashing Pumpkins.  However, I couldn't get the last track to play on my DVD, nor did it work on any of my friends' either.  Also missing from this collection is the video to &quot;The End is the Beginning is the End&quot; from the 'Batman and Robin' movie.  While it wasn't their greatest video, I was still disappointed to have all but that one on DVD.  Otherwise a great buy, I couldn't get past the missing video or the track that wouldn't play.", 4.0
1345149,"Fortunately we downloaded this movie to Tivo so we could fast forward to the annoyingly predictable ending.  The singing and dancing were fun for about 10 minutes, but this is a truly shallow effort that gets so repetitive you can't bear to watch it anymore.  Yuck!!", 1.0
2122015,"I first watched this movie bacck in the Seventies and enjoyed it quite a bit.  For some reason, it popped up in my memory while watching old movies.  Searched the internet to find an affordable DVD, and came to Amazon.  Received the movie in a short while, put it in the player, and enjoyed it again.  Lent it to friends who said they liked it too.  To make a lomg story short, the movie was reasonably priced, arrived in a timely manner, and was very enjoyable.", 5.0
343046,"This is basically a pretty good movie.  It is because it is quite funny and Lindsay Lohan and Herbie suit in this whole movie.  For the story, it is very good indeed.  After I watch, it is stunning.  For the acting, it is good.  Lindsay Lohan acts well and she rocks as Maggie Peyton.  Michael Keaton does well as her father (Ray Peyton Sr.).  For Matt Dillon, he is okay as a ""technically villain"" as Trip Murphy.  Also, I do like Beckin Meyer (as Ray Peyton Jr.) and Justin Long (as Kevin).  The funniest thing is before racing; those NASCAR racers acted a little bit like Jeff Gordon, Jimmie Johnson, Dale Jarrett and Tony Stewart (all as themselves).  This is a real surprise for me when they actually appear.  For the direction, well, it is good because every sequence is quite logical.  For the visuals, it is quite good because like shooting the car (the main thing in this movie), it is like a magic car to make it fancy.  For the music, it is quite okay.  Finally, for the sound effect, it is also good.  So, the whole movie is good and I quite like it.", 5.0
2676481,"Well, I finally saw SHREK. Let me tell you, I'm not too keen on animated films but SHREK is an exception. It is a totally awesome movie. The plot is great, the amimation is top notch, and it's hilarious. Mike Myers (Shrek), Eddie Murphy (Donkey), and Camron Diaz (Fiona) are a perfect fit for this film. Their voices are superb for the characters that they portray. The storyline basically goes like this: Shreck has to rescue a princess in order to have his home restored. SHRECK is also loaded with jokes and a few surprise cameos from fimiliar characters. Get the DVD version 'cause it comes packed with some great bonus stuff. I don't want to give anymore away so check it out for yourselves. SHREK is an awesome film that will keep you entertained.", 5.0
3982110,"Extremely reminiscent of cold war sleepers like ""Gorky Park"" and ""Reds"", Gymkata is one of the most carefully scripted and brooding commentaries on American foreign policy during the Reagan years. The film is more like a documentary than a work of fiction in its deep attention to historical accuracies and avoidance of hyperbole.<br /><br />Robert Clouse's directorial adaption of Dan Tyler Moore's Pulitzer-shortlisted novel manages to capture timbre of the times and the voice of the decade in a script of intricate complexity.  Kurt Thomas's portrayal of the hero across from Tetchie Agbayani's heroine is one of the most dynamic and surprising chemistries since Bogart and Bergman's 43 years before.<br /><br />However, where ""Casablanca"" fell far short of documenting the spirit (and fears) of the times on a granular level, Gymkata and its cast is unafraid to take this plunge.<br /><br />In characterizations deeply respectful, and yet photo-accurate, regarding world cultures and global motifs, Gymkata manages spell the poly-sided views of complex conflicts that occurred during the final grey gasps of the Cold War.<br /><br />Amazingly Gymkata manages a foreshadowing the rise of the Neo-Cons some 20 years later in its depictions of the United States use of aggression in strategically important hotspot regions -- and as well -- the film is able to show that the nationalistic concerns of the competing sovreignties (both ally & foe) remain unchanged despite which decade these events play themselves out in.<br /><br />A timeless film, Gymkata should be a core film study in every graduate level political science class.", 5.0
5672177,We had seen Transporters2 on TV so we decided to check out the first movie.The Transporter was a fun movie to watch.  Both are totally unrealistic but a lot of fun to watch - a lot of action and a lot of the martial art moves are cool to watch. Jason Stathman's car chase scenes are great., 4.0
3026883,I thought this DVD was great.  I love a good yoga workout to burn calories.  It is only a half an hour but you definately feel like you had a good work out., 4.0
1650650,This is not a perfect Christmas movie by any means PERIOD.<br /><br />The pros: The snow and all the christmas stuff and atmosphere is cute charming and puts you in the holiday spirit.<br /><br />The main characters sudden change at the end was too convenient and the sad story at the end thats meant to touch us seems forced and just thrown up there to tie all the loose ends of the film.<br /><br />Granted yes when I originally watched it it made me tear up because I thought it was sweet.My father died in July and this was one of his favorite Christmas movies so I will probably tear up again at that part just because... I miss him and know he enjoyed this movie.<br /><br />The humor and slapstick in the movie was so so it was extremely forced and strained and unfortunately this was easy to spot which ruined the so called comedy of the movie immediately.<br /><br />I felt like I was forcing myself to even chuckle during this movie when I first saw it on Dvd back in 2005 .<br /><br />The acting from almost everyone involved is horrible Tim Allen and Jamie Lee Curtis were not that bad but they seemed to be zombies just reading their lines through half the movie.Jamie Lee Curtis characters screaming also got extremely annoying irritating and aggravating after a while talk about OVERACTING to the point of no return.<br /><br />Tim Allens character as usual like in most of his movies tries way too hard to be funny and its not convincing or interesting for the most part unfortunately.<br /><br />The supporting characters an annoying whiny kid 2 idiotic cops who add nothing to the movie whatsoever a daughter who changes her mind at the last minute and decides to come home for Christmas with her good looking boyfriend. 2 friends of Jamie Lee Curtises you only see 2 freaking times throughout the movie neighbors that are so grating you'd want to punch them all out and a MAYOR with the most annoying monotone voice ever heard and as intimidating as a pussy cat would be.<br /><br />The only neighbors that are nowhere near as annoying are the kindly elderly woman and her husband dealing with health issues .They were pretty much the only REAL characters worth sympathizing or caring about period.<br /><br />Oh I forgot a ridiculous part of the movie revolves around a petty robber that adds nothing to the movie whatsoever AGAIN and a MYSTERIOUS stranger who offers the main character an umbrella at the beginning of the movie.With this being a Christmas movie and all I am sure people can guess who he turns out to be in the end.I loved the snow the christmas decorations but the story itself was ridiculous and the lengths these insane neighbors go to is extremely stupid and not even the least bit believeable either., 3.0
7817820,"As a child, future director Paul Verhoven's playground was the recently bombed out homes of his neighbors. The absurd violence in the world seems to be reflected in all his movies. I have been involved with four Verhoven films while on the Rob Bottin effects crew. Verhoven made a name for himself directing the edgy and funny &quot;Robocop&quot; originally receiving an X-Rating for the violence in his director's cut. Total Recall and Starship Troopers are other wild examples of his romance with ultra violence. He has always made films that push limits of acceptable social boundaries. Before he directed Showgirls he tested the public's tolerance for a sex with buckets of blood with his thriller Basic Instinct.<br />  Basic Instinct is a Hitchcock style murder thriller featuring Sharon Stone who is &quot;dressed to kill&quot; as famous author Catherine Trammel (a dead ringer for Kim Novak in Vertigo) A violent icepick murder seems to have been taken right out of her recent novel. Arrogant and cool, she actually invites the police investigators to wonder if she did it in the now legendary interogation scene where she crosses her legs and shoots Detective Curran (Michael Douglas) an eyeful of her unpantied intimate territory. Curran is investigates her a little too closely and compromises his integrity by getting ensnared in her sexual web. Did she do it or is it the copycat work of a crazed fan? Even intimately close to the suspect Detective Curran doesn't really know for sure.<br />Even though this is the unrated director's cut you won't find some of the most extremely gory footage. Stone shot a scene in the nude where she straddled a realistic torso of a victim  repeatedly plunging the icepick into the chest and face. Splattered with fake blood and feeling in her arm the sensation of the pick piercing this rubbery body, the illusion was all too real. Sharon became nauseous and had to leave the set. Also missing Gus (George Dzunza) takes a nasty icepick in the cheek. Basic Instinct is a stylish and dark film that can be frustrating and uncomfortable as it never quite fully allows you to know all its secrets. But it is intriguing none-the-less.<br /> Personally I was always uneasy with the boundaries Verhoven likes to push but this is a better film than expected. Verhoven has had several unfulfilled dreams to push even harder but so far has been thwarted. For example &quot;Crusade&quot; Another Arnold movie quashed in negotiations &quot;Crusades&quot; had a scene where Scharzenneger is found with his head sticking out of the backside of a donkey's rear end. Verhoven often joked with Rob Bottin about making a film designed to enrage his critics called Jesus 2000. Rob thinks he would have seriously done it if he was given the money.<br />  Overall if you are a fan of Basic Instinct there is a lot for you on this disc. Two commentaries. One by Verhoven and the other by a feminist author as well as deleted scenes and some behind the scenes featurettes. The novelty plastic case with plastic ice pick was probably a bad idea as the hinges break very easily. Be careful when opening or you will be pretty ticked off.", 4.0
3544149,"When was the last time you felt the hairs stand up on your arms as you watched a film?  This radiant, measured drama, with a stubborn, diffident and magnetic performance by Mary Steenburgen, does it for me every time.  Telling the story of writer Marjorie Kinnan Rawlings and her sojurn in rural Florida in the 20's, it paints (and for once &quot;paints&quot; is the right verb) an eloquent portrait of the artist-as-not-always-likeable person, and also conveys an overwhleming sense of place and community.  Martin Ritt's great feeling for ordinary people breathes extraordinary life into this material, and the location settings and photography are superb.  Also superb are the supporting performances, including the acclaimed pairing of Rip Torn and the late, astonishing child actor Dana Hill as father and daughter.  But my personal favorite is Alfre Woodard's all-out, headlong portrayal of Geechee, Rawling's devoted, wild woman housekeeper.  This is the only film I know that conveys a real sense of the writer's life, and without pretense at that.  As for the raising of the hairs, there is nothing else in film to compare with the final lyrical montage that concludes the picture.  As Steenburgen speaks words from the text of Rawling's original &quot;Cross Creek,&quot; Ritt gives us image after ravishing image of Cross Creek and environs.  Once seen, you will never forget it.  The DVD is beautifully produced.  A treasure.", 5.0
2727279,"You'll be creeped out, have your heart broke, and have it mended, all in one hour and a half. Well, maybe not, but if you're like me you will!<br />All I really knew going into this movie was that it was Spanish, and that that kid with the sack on his head scared the crap out of me! So I was pretty prepared for the scary stuff, but didn't think the movie would be so moving as well. In a way, it's not so much a horror movie, as it is a movie about dealing with loss. Don't get me wrong, there's a lot of creepy moments in the movie...just not as much as your average everyday horror movie. Most the scary moments are due to atmosphere and tension as opposed to jump scares. So if you like the monsters popping out at you, you'll be bummed out. But if a sense of impending dread is something you enjoy, I think you'll dig the movie.<br /><br />The movie's basic plot is this; A woman was an orphan, and moves back into her childhood orphanage as an adult in hopes to reopen it. Her husband and son move in as well, and her son begins to gain more and more imaginary friends. Where it goes from there, I will not say, but it's not always what you expect. I don't think it's much of a spoiler to say that the son goes missing, and from there the movie become much more of a psychological study of loss...and a rather good one at that.<br /><br />The conclusion of the movie wasn't quite what I expected, but that's a good thing. The Orphanage is really a beautiful take of the classic Peter Pan story, and a movie I look forward to visiting again!<br /><br />The movie is also beautiful on BluRay and a very nice upgrade from the DVD.", 5.0
4364836,Star Trek returns after a 10 year absence. This movie paved the way for 9 sequels and 4 tv shows. A must have., 4.0
1175900,This film was not what I expected. It was so plain. I was about ready to turn it off.<br /><br />Others may like it though., 2.0
597604,"Wow, anything more dishonest I've never seen. I thought at some point that Ben Stein was an intelligent fellow, but after seeing him fall for this Intelligent Design creationism garbage I think he's an utter dolt. The movie is sheer propaganda for the Discovery Institute and their nutty, ignorant ideas; nothing else. The misquoting of Charles Darwin's words is shameful, and the implied link between evolution and Nazism has to be one of the most vile and revolting things ever suggested. That Hitler thought he was doing god's work by killing jews is, of course, never mentioned.", 1.0
4245074,"My 4 yr. old and I love this movie.  It's very entertaining, lots of fun and what I like the most is that it includes a great lesson about nature and how everything works together.", 5.0
3386980,"Some folks have complained that this film is offensive to gay men. This is not entirely true. It is offensive to any living, breathing human being. Not just that it presents gays as stereotypical sissies (how daring is that?), but the story is so over-bloated and rehashed with TV level unintelligence, that it's drolly unwatchable. Cuba Gooding, Jr. seems to have had a bad run of movies lately and Horatio Sanz is the non-humorous, overweight sidekick with no good lines. You know the plot. It's no more than what is in the previews. The only thing believable about this film was Roger Moore as an older 'queen' and that scared the ""living daylights"" out of me! <p>Note that his film is unrated. There is no nudity and very little foul language. However there is a scene that I cannot describe here.  Just think a 'gay' version of ""There's Something About Mary"" and hair gel. Unbelievably tacky awful stuff. You were warned.", 1.0
785848,Has anyone bought the new (October 2008) DVD release of this classic movie? Does it still contain the five minutes of uninterruptable commercials like previous editions had? Thank you., 4.0
6904390,"Watched it at movies and wanted to own a copy when it came out in DVD.  Cher and Christina did a terrific job.  I loved the dancing/singing and comedy.  Stanley Tucci was doing his ""Devil Wears Prada"" character and was great, as he always is to me.", 5.0
2545068,"this movie has a hot leading actress and the acting is pretty decent...but the director clearly loves the ""blue filter"" which was profoundly overused to provide some edgy, art house legitimacy to the film...and the narrative just falls apart.  It was annoying...and I bought the dvd...please e-mail me if you want to take it off my hands.", 3.0
920427,"After waiting so long I was very disappointed with this film. Too many important areas of the storyline were left out. Short references were made about situations which appeared in the original release of #II. If you had never seen the original, you would be totally lost. The chopped-up verison from Mr. Donner is a shame since he has directed other well received films. I should have read the Amazon reviews before wasting my money.", 1.0
4041658,"I have always been a fan of this film. I had a DVD copy already, but opted to buy this for its special features. There is not one wasted line of dialogue in this exercise in backstabbing. For those who are ardent admirers, I also suggest the book ""All About 'All About Eve'."" Two of the films supporting stars, the snide Thelma Ritter and the sarcastic George Sanders (who won an Oscar for his role) are superb. This is not to say that the others are not, Davis, Merrill, Marlowe, Holm all deliver their lines as if they were born to play those roles. I could go on about this film, but I'd be at the keyboard all day.", 5.0
5328558,"Sigourney Weaver returns in another terrifying and suspenseful tale of man versus the invincible beast. 200 years after Ripley falls to a climactic and fiery death in Alien 3, man has achieved the ability to clone a person  from a simple drop of blood. Enter Lt. Ellen Ripley. The brave  heroine we  all admired for her unwillingness to conform to the evils of mainstream  society and corporate cunning is  stuck with a band of mercenaries on a  military ship bound for earth. Because of the fact an alien was inside  Ripley when she died, she has been brought back not entirely as a human,  but rather a strange and unnerving new breed of human who's bloodlines have  crisscrossed with that of the legendary, acid toting, super strength  Grendel of a creature. The military team has secretly made a deal with the  mercenaries to spawn these creatures on a mass level. The film begins to  take on its familiar feel when the plan goes awry and the mercenaries are  left with no choice but to fend off  the creatures who are killing everyone  on the ship one by one. This film is nothing more than a combination its  first three predecessors.  Every element of the past films are easily  detected here and the only thing that is worse than seeing a repeat of a  movie you've already viewed is seeing a bad movie in itself. For all the  love I have for the previous three films in the series, I have to admit  that I have rarely seen a movie that so lacks a plot and moves with such a  blurr. I am especially surprised that this film is the work of French  director Jean Pierre Jeunet, who otherwise has woven works of genius and  stunning originality ( City Of Lost Children, Delicatessen). The only thing  worth seeing in this film is the cast of veteran actors and its new and  ever blood-curdling creatures.", 2.0
533012,"Movie arrived in great condition, packaged well, and fast shipping.  Couldn't be happier with my purchase.", 5.0
7865689,"I totally agree with Mr. Birman's excellent review. Yes, this is a superb recording of one of the last of Handel's operas and one of the greatest. I do want to mention a small error in the booklet that comes with the recording. In relating the histroy of the opera's first presentation at Covent Garden on January 8, 1735 it says in the booklet that two new English singers were added Ceclia Young (Dalinda) and the tenor Stoppalear. However the tenor opposite Mme. Young was John Beard who played Lurcanio. Michael Stoppelear had a minor role as the lackey Odoardo. He does not sing any music but has a few short line of recitative. ( fide: The New Grove Dictionary of Opera)", 5.0
3347906,A swashbuckling classic that has remained hidden for too many years.  The pairing Errol Flynn and Maureen O'Hara was fantastic.  Flynn is the agent of England sent to stop the activities of pirates that include O'Hara as a pirate captain.  Lots of fun as you would expect from these two., 5.0
7403829,"4 Nice solid classic SciFi movies and at a surprisingly reasonable price!  All without doubt fairly B grade stuff, but good fun nevertheless.  I'd recommend watching these all in one sitting with a good group of friends  and a stack of junk food.  Good fun way to blow an evening and enjoy the  great quotables.<p>Of the four, my fav would have to be Death Machine - go  those snapping jaws of death!", 3.0
3762470,"I watched this movie elsewhere but I thought you needed to know how horrible it was.  If I could've given it 0 stars I would've. First off, if you like corn and corn related products, then I say go right ahead and watch it if you can bear it.  But, if you are not crazy about the yellow cobs and corn refineries then take my advice and look at something else.  The previews looked funny but after watching less than half of this movie, I wanted to rip my hair out(that would have been more entertaining!)  My family and I couldn't watch anymore of the movie so we put in 2012 instead.<br />Overall, I give this two thumbs down.  Very disappointing!!!", 1.0
3123072,"You can tell Singer has respect for the original Donner film, just by starting the film like the original did and not going for some flashy cgi wowzer opening like the X Men movies do. I enjoyed this film, not as much as I had hoped for but still as superhero movies go it's up there, nowhere close to the spiderman franchise, maybe right next door to the Fantastic 4, entertaining, fluffy but not very filling. Personally i think Brandon Routh did his best to portray a character that diehard and may I say fanatical people will always associate with Christopher Reeve, Reeve did his version I say give Routh the chance to step up to the challenge and not be forever in Reeve's shadow.<br /><br />As for Lois Lane, horrible the casting was bad , enough said.  Kevin Spacey is a great actor , no denying that, but Luthor needs a little more than being dark and sarcastic, he needs that kind of presence that makes you believe this guy would smile in your face as he chokes the life out of you, like Hackman did so well. Obviously the flying scenes were pretty good, with the help of CGI you could believe this guy was flying around Metropolis.  All in all not a great film but not that bad either, hopefully Singer has listened to his fans and will correct the glitches for the upcoming The Man of Steel.", 3.0
4346546,This item was shipped quickly and it was a movie my daughter wanted so it made her very happy! I was pleased with the service I received., 5.0
1819547,"I've been waiting for years for the DVD version of the concrete blonde songs and when I saw it, I went right on and bought it. My complaint: this is the worst transfer DVD I'vd ever viewed - my VHS version is quite a bit more sharper. On the bright side, i was happy to see the &quot;Someday&quot; video (not on the VHS copy). I guess I'll resolve this by creating my on DVD off the VHS copy I have. Now go read my review on their latest album.....", 1.0
2486091,"Anyone who can pretend to ""review"" this ... I can't even call it a ""movie ... is fooling himself, herself and anyone reading these reviews.  I picked up this piece of garbage in a rec room where I live and only because of the title and the ""stars.""  That's about all the appeal this film has to offer mankind.  It doesn't make ANY statement, the acting is HORRIBLE, there is absolutely NO plot, theme, story or ANYTHING.  My father was a cinematographer in Hollywood and made some pretty bad movies, but THIS movie is on my all-time GARBAGE LIST.  A 5-year old with a Barney Video Camera could have done a better job!  I can only imagine that Peter Coyote is either completely EMBARRASSED by his participation in this mess, or he was on some major drugs when it was being made.  Don't even waste your time trying to conjur up some sort of mystic ""between the lines"" message or some ""New Age"" enlightening.  All you will be doing is making YOURSELF look stupid.  Coining a phrase from another movie ... if you watch this movie through to the end, ""YOU MUST BE STUPID, STUPID STUPID!""  Oh, and Danny Glover should hide this somewhere deep and dark too .... he must have been hungry and broke at the time to take on this project.", 1.0
2173858,"LONESOME, while containing a couple of sequences that contain dialogue, should really be considered a silent film.  The silent sequences, as well as the innovative camera work which evokes the experimental techniques employed in German cinema, is what makes this film work and elevates is above many of the films of the era.<br />The premise of the film centers on a lonesome man and an equally lonesome woman who meet at Coney Island and make a connection. What might be a blissful moment of discovery is interrupted by a roller coaster fire when the pair are separated. Interspersed with scenes from chaotic urban existence, dream sequences, and the momentary respite at the beach, are interesting camera angles. The film also includes color sequences.<br />Visually this film is a delight and it tells a story with minimal dialogue (I.e., dialogue cards). As interesting as Sunrise was visually, it pales in comparison to Lonesome. The camera work is not only interesting but really quite advanced for its time. For me, the photography is a large part of the story because it sets the mood and tone of the picture as it progresses. The only negative is the amateurish rendering of dialogue in the talking sequences. The inclusion of dialogue was no doubt a tip of the hat to the new technology which would quickly overtake the industry, but it was more irritating than constructive in terms of storytelling. I would have preferred it if they hadn't included the three talking sequences and just left the movie alone when it was remastered.<br />Also included in this set are director Paul Fejos' musical Broadway as well as The Last Performance with the awesome  Conrad Viedt and screen vixen Evelyn Brent. Both films are interesting, but I really view them as bonuses as Lonesome is the film to watch as it is the most interesting of the trio.", 4.0
6588711,"Winner of the Academy Award for best foreign film (2002) and winner of the National Society of Film Critics Awards for best director, this film is highly artistic and philosophical. It tells the story of a great hero on a quest for revenge, only to later realize that there is a higher purpose to his journey than just vengeance. This movie holds deep underlying meanings within its play of colors and music. The movie score is unbelievable (composed by Tan Dun).", 5.0
1264217,"First I just would like to think that if its your time to leave this Earth than maybe its just the time. Its like if you want to go back in time, if you mess with something you make the future different. And in the sense of the movies if you are gonna mess with Death and try to cheat it, its just going to come back in full circle and get you eventually. Don't mess with Karma, Death, Life, Destiny, Faith whatever else goes in that category.<br /><br />Two what i thought of the movies:<br />Final Destination: For sure is my favorite out of the four. I have always been a fan of Devon Sawa. I felt like the effects were done just right. It kept me guessing through the whole movie and the ending was great, made me so excited to see the next one.<br /><br />Final Destination 2: I was having trouble playing this one in my DVD. It wouldn't bring me to the menu to play the movie. It would just get stuck after the animation of the logo. I tried it on my laptop and it went past the animation and to the previews to the main menu. So put it back in my DVD player and just somehow got it to go to the end where its the extra features are and than just went to the menu and playing it from there...it annoyed me so much. But the movie itself wasn't a bad add on to the first movie I thought it went well just going on with the story from where it left off. effects were good as well.<br /><br />Final Destination 3: This is where I don't know if they should have stopped these after this one or before. I'm already not a fan of roller coasters or tanning beds and this one really makes me want to stay away from those two things for sure! The story was pretty good but at this point I was thinking this is stupid...not the story. By itself it handled its own but for as the whole package, you tend to know whats coming or think yea i seen this before, you people are funny thinking you could stop this. I liked how they used the pictures as on who's next on the list..that was pretty cool. I think they could have stopped after the second one and have this one as a totally different movie and named it something else actually.<br /><br />The Final Destination aka (4): UGH this is the one i enjoyed the least. I liked the things he saw and how they did that but the effects at the beginning with the race and them getting crashed by the ceiling it was like yea that was definitely made by a computer. The part I dug was the mechanic getting slammed against the fence so hard that it cut him all the way through and the diamond shaped chunk of body falls off! I felt like the acting was definitely worse of the four, i wanted to smack every one of them for their ""stupidity"" thats how their acting felt like they had no talent and didn't convince me of anything.<br /><br />Three im annoyed that there is a fifth one. You say final but yet you change your darn mind and make another (GRR!) Not going to lie I will probably watch it, but I'm pretty sure everyone already knows what's going to happen and just like all other sagas it just keeps getting worse and worse as the number of movie gets higher. Only movies that I havent felt a saga sucking after the first two is <a href=""http://www.amazon.com/gp/product/B002R3G912"">SAW Complete Horror Collection DVD BOX 1.2.3.4.5 Unrated, Uncut I-V</a><a href=""http://www.amazon.com/gp/product/B00303GT3Q"">Saw VI (Rated Full Screen Edition)</a><a href=""http://www.amazon.com/gp/product/B003Q6D27S"">Saw: The Final Chapter</a>...I love Saw &lt;3! But anyway as a whole of the final destinations...Im in the middle..I like them but I do want them to end. why? Like I said at the beginning: to mess with stuff like that, if its supposed to happen, it will.", 3.0
7709851,"I just saw this on dvd and have to say that it is simply stunning. I sat through it entirely mesmerized the whole time. The visuals are incredibly beautiful, the story was very engaging, and there's tons of action. Some of the scenes can seem somewhat silly, but as long as you realize that this is a fantasy film and let yourself be immersed in this fantasy world, you will enjoy it. I have the 103 min version, which I understand was shortened from the original 121 min version to make the story easier to understand. I sort of wished I had the longer version as I was sad the movie ended so soon.", 5.0
5191805,"I really wanted to like this film because of the actors involved in it. James McAvoy,who was excellent in ""The Last King of Scotland"" & ""Narnia"", Keira Knightly, and Vanessa Redgrave were the lures here plus the film had received excellent reviews.  However, the direction was plodding and that was a big surprise to me because I had liked Joe Wright's direction in the previous film to this, ""Pride & Prejudice"" also with Keira Knightley.  Because of this and despite McAvoy's and Redgrave's excellent acting, I felt disengaged from the film.  Also Knightley somehow lacks that ""something"" that made the late Audrey Hepburn magnetic and so I felt little of McAvoy's passion for her because of this. So regretfully, 2 stars which means okay but no bonnets for this very over-rated film (check out ""The French Lieutenant's Woman"" for comparison).", 2.0
5879306,"What do you expect to see in a movie?<p>As a movie made by Taiwanese, who are influenced by both the traditional Chinese culture and modern Western civilization, Yi Yi is not an ordinary one. It is a film about nothing since you cannot even tell what exactly the story is in a few words. It is, however, also a movie about everything of human life because it does touch many aspects of our experience: the attitude toward the career, fortune, family, lover and the ultimate faith of the life. Yi Yi explores the questions you and I might encounter in our daily life, but it also leaves no simple, miracle solution to them, just like that there is no easy answer to the real problem in this real world. <p>If you think a movie should tell a simple story which leads to a sure answer, you probably will not like Yi Yi. If you expect to see an exotic oriental fantasy, you definitely will feel bored and hate it. On the other hand, if you appreciate that a film merely depicts the happiness and the sadness from the routin life and catches the subtle emotions, you should see this one. You might also feel surprised about the similarity between a modern Asian city and the western world. <p>Probably you had better not raise your expectation too high before you see it, but you might feel satisfied with how richness Yi Yi could bring to you at the end.", 5.0
332205,"This was one of the first DVDs I got, for a reason. I love this movie -- it has energy and panache, not to mention some absolutely fabulous music. As I'm sure some blurb somewhere on this Amazon page mentions, the story concerns two blues-singing brothers who are trying to raise money for a good cause. Along the way, they interact with a ton of interesting people (including Carrie Fisher, Frank Oz, Aretha Franklin, and others), perform a lot of great blues, and destroy a lot of property. Mayhem and hilarity seem to thicken around the two leads, whose chemistry is undeniable. The movie feels nothing like some SNL folks' movies can feel -- it's a movie, with depth. I had no idea the Blues Brothers were a sketch originally!<p>Since I probably just told you a bunch of stuff you already knew, I'll step along to the DVD itself. Those who already own the movie on VHS might want to consider this addition to their DVD library -- the goodies are lots of fun, including an extensive ""making of"" feature.", 5.0
3700676,"This is our first Veggie Tales movie so maybe I'm missing something with the older ones. I wanted to get something to explain to my 2.5 year old that Easter isn't just about the Easter Bunny. She absolutely LOVES this movie. The moment it ends she wants to watch it again. I know every song by heart and my husband and I find ourselves singing ""Bunnies, bunnies, bunnies, up, up, up, up with bunnies"" all the time. I think it's cute and am happy that there is at least some christian message to it, even if it isn't that strong.", 5.0
5228041,"The product was just as it was described,and it shipped the day after I ordered it.", 5.0
3422887,"It's not an official legal Zappa release. You can get it for free on torrent sites, possibly a better copy. It's a good quality video taken from a TV special. It's great, but you shouldnt pay 30 dollars for it. For an unrelated reason, maybe, visit Zappateers.com. It's an awesome 1988 concert with Bruce Fowler, Walt Fowler, Ike Willis, Ed Mann, Bobby Martin, Scott Tunes, Chad Wakerman, Mike Kenelly, and I forget the other horn players. Some of the songs are The Black Page, Big Swifty, Black Napkins, Sofa, a cover of I Am The Walrus, Strictly Genteel and many more great songs. By the way, that IS Strictly Genteel at the end and not a Sofa variation as another reviewer said, Sofa is played in the middle of the show. I'm a musician, I know and play both pieces quite well, I am very familiar with the different arrangments of both over the years, and I can tell you without a doubt that the concert ends with a great performance of Strictly Genteel.", 3.0
3038939,Visually stunning. Most definately a must buy. A Perfect Blu-ray to show off. Cars on Blu-ray = HD HEAVEN!, 5.0
3953440,"The story moves on with good animation and plot, don't mind the bad reviews this is a good show", 5.0
7542935,"Unparalleled cinematography allows the viewer to soar with so many types of birds (primarily geese and ducks), many times at eye-level with the birds. You see, hear and feel the effort that goes into every stroke of their wings as the birds make their way from migratory start to finish. And there are spectacular  moments of serendipity, such as the decoy scene. All these elements equal outstanding filmmaking. The movie stirs the conscience and conscious, too, helping us realize we MUST care for our environment and the creatures with whom we share this planet, without beating us over the head with a zealous ecological message.<br />  The soundtrack at times lifts you with the birds, and at times is little more than repetetive Euro-pop trash; however, the images on-screen draw your attention more than the music. The narration is sparse and not overdrawn. The concluding song has a haunting beauty that makes me mist over even as I recall it.<br />  The specs and features listed promise an excellent DVD product. I could watch this film over and over again, and I look forward to owning it on an excellent medium. If you love our earth and the winged marvels with whom we share it, you will love this movie. Guaranteed. If it fails to win for best cinematography at the Oscars, I will be disgusted. It's arguably the best documentary of a season of many fine documentaries.", 5.0
7523759,"There's a special edition widescreen DVD being released in February 2007, which has remastered audio and video and better extras. Don't buy this horrible version.", 1.0
